AdminStrata,Agadez,Agadez,Agadez,Diffa,Diffa,Diffa,Dosso,Dosso,Dosso,Maradi,Maradi,Maradi,Niamey,Niamey,Niamey,Tahoua,Tahoua,Tahoua,Tillaberi,Tillaberi,Tillaberi,Zinder,Zinder,Zinder
2019-10-04,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-05,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-06,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-07,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-08,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-09,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-10,96.9628615161524,135.414934977879,0.691,98.6584481508339,143.21645213789,1.6230000000000002,131.637158140586,102.750660225443,23.421999999999997,110.49059707972499,104.904684260322,11.03,79.2176179982428,104.056675042729,16.0,119.434059755023,108.512647774485,10.935,90.5783016699062,100.84982630801399,11.112,80.3701418877236,129.917190633805,4.524
2019-10-11,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-12,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-13,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-14,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-15,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-16,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-17,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-18,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-19,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-20,103.23601193166401,136.193705442532,0.055999999999999994,105.574912891986,141.728897940711,1.149,128.34092634776002,104.38084214077601,4.332,115.183756517316,109.585431073514,0.772,93.5262124187944,108.822563079151,3.1430000000000002,130.78727309810301,111.192265251432,0.324,101.93557974514201,104.37892546207199,1.213,104.385620915033,131.720330925655,0.293
2019-10-21,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-22,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-23,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-24,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-25,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-26,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-27,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-28,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-29,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-30,,,,,,,,,,,,,,,,,,,,,,,,
2019-10-31,105.138956606533,136.327423515199,0.035,114.36669769016001,151.418993224307,0.745,203.236696854402,103.80891251892099,0.172,168.18883060783702,115.565764672647,0.002,147.522589613742,106.195205157672,0.5710000000000001,169.523278061224,117.844156006162,0.006,152.572631007331,105.69115039160101,0.152,136.111619396157,140.18036416056,0.06
2019-11-01,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-02,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-03,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-04,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-05,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-06,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-07,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-08,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-09,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-10,100.119000396668,131.683856762081,0.005,106.500716332378,150.19233797494,0.0,131.6467174465,102.133706534611,0.013999999999999999,107.51422013771099,110.016130180041,0.0,112.94679624444099,102.384175343279,0.0,102.898695089152,106.745268982379,0.0,108.20561637315599,101.185010654701,0.002,103.251221701406,137.546895669334,0.0
2019-11-11,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-12,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-13,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-14,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-15,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-16,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-17,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-18,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-19,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-20,100.149342891278,139.931034482759,0.019,101.97399639365999,133.50935523828198,0.0,100.901436354631,115.153058203564,0.0,100.0099990001,106.490892539482,0.0,100.0,103.274524865575,0.0,100.02999100269899,122.76239940642701,0.0,100.57448494453301,109.641810485184,0.0,100.51958433253401,114.234321980646,0.0
2019-11-21,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-22,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-23,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-24,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-25,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-26,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-27,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-28,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-29,,,,,,,,,,,,,,,,,,,,,,,,
2019-11-30,100.149835181301,95.1739013211108,0.002,100.0,89.47016804563441,0.0,100.14,127.60788311246999,0.0,100.0,102.656085857869,0.0,100.0,94.83745791405909,0.0,100.0,108.062504723755,0.0,100.0099990001,95.6686919853962,0.0,100.0,73.8018908932841,0.0
2019-12-01,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-02,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-03,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-04,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-05,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-06,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-07,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-08,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-09,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-10,100.139902068552,97.1928982725528,0.0,100.0,103.616793688996,0.0,100.0,136.333150327185,0.0,100.0,112.20537182532401,0.0,100.0,82.0360201757695,0.0,100.0,120.294474802672,0.0,100.0,92.4594639311714,0.0,100.0,81.73116424287241,0.0
2019-12-11,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-12,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-13,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-14,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-15,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-16,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-17,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-18,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-19,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-20,99.9900029991003,103.34833483348301,0.0,100.0,106.957602112129,0.0,100.0,128.51424089151,0.0,100.0,115.187351644625,0.0,100.0,93.61797194985729,0.0,100.0,130.797858781545,0.0,100.0,102.143412431052,0.0,100.0,104.723020642801,0.0
2019-12-21,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-22,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-23,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-24,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-25,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-26,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-27,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-28,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-29,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-30,,,,,,,,,,,,,,,,,,,,,,,,
2019-12-31,100.0,105.27956360802601,0.0,100.0,114.36669769016001,0.0,100.0,203.311719629173,0.0,100.0,168.18883060783702,0.0,100.0,147.522589613742,0.0,100.0,169.523278061224,0.0,100.0,152.57585013235598,0.0,100.0,136.111619396157,0.0
2020-01-01,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-02,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-03,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-04,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-05,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-06,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-07,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-08,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-09,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-10,100.0,100.257655336438,0.0,100.0,106.500716332378,0.0,100.0,131.6467174465,0.0,100.0,107.51422013771099,0.0,100.0,112.94679624444099,0.0,100.0,102.898695089152,0.0,100.0,108.20561637315599,0.0,100.0,103.251221701406,0.0
2020-01-11,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-12,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-13,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-14,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-15,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-16,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-17,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-18,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-19,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-20,100.0,100.13934507813299,0.0,100.0,101.97399639365999,0.0,100.0,100.901436354631,0.0,100.0,100.0099990001,0.0,100.0,100.0,0.0,100.0,100.02999100269899,0.0,100.0,100.57448494453301,0.0,100.0,100.51958433253401,0.0
2020-01-21,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-22,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-23,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-24,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-25,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-26,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-27,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-28,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-29,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-30,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-31,100.0,100.149835181301,0.0,100.0,100.0,0.0,100.0,100.14,0.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0099990001,0.0,100.0,100.0,0.0
2020-02-01,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-02,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-03,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-04,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-05,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-06,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-07,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-08,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-09,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-10,100.06928635058901,100.207715133531,0.11,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0
2020-02-11,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-12,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-13,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-14,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-15,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-16,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-17,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-18,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-19,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-20,100.29274004683799,100.28289922934299,0.168,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0
2020-02-21,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-22,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-23,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-24,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-25,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-26,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-27,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-28,,,,,,,,,,,,,,,,,,,,,,,,
2020-02-29,100.35838822161999,100.35838822161999,0.083,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0,100.0,100.0,0.0
2020-03-01,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-02,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-03,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-04,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-05,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-06,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-07,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-08,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-09,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-10,100.351082504389,100.415178140388,0.039,100.0,100.0,0.0,100.069937056649,100.069937056649,0.016,100.02,100.02,0.002,100.0,100.0,0.14300000000000002,100.0,100.0,0.0,100.01,100.01,0.001,100.0,100.0,0.0
2020-03-11,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-12,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-13,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-14,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-15,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-16,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-17,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-18,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-19,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-20,100.187450670876,100.4718798151,0.033,100.0,100.0,0.0,100.23952095808399,100.23952095808399,0.027999999999999997,100.049990002,100.049990002,0.005,101.390239160023,101.390239160023,0.28600000000000003,100.0,100.0,0.0,100.0799920008,100.0799920008,0.008,100.0199980002,100.0199980002,0.003
2020-03-21,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-22,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-23,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-24,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-25,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-26,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-27,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-28,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-29,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-30,,,,,,,,,,,,,,,,,,,,,,,,
2020-03-31,100.267697798929,100.614793467819,0.040999999999999995,100.0,100.0,0.0,101.461087367061,101.461087367061,0.16399999999999998,100.099960015994,100.099960015994,0.006999999999999999,104.048429814605,104.048429814605,0.5710000000000001,100.0,100.0,0.0,100.649156097074,100.649156097074,0.069,100.04998500449899,100.04998500449899,0.005
2020-04-01,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-02,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-03,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-04,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-05,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-06,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-07,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-08,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-09,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-10,100.248410174881,100.65252854812401,0.015,100.03,100.03,0.003,106.74780915287201,106.810000972857,0.7709999999999999,101.049475262369,101.06946526736601,0.098,109.57905839486,109.449489216799,0.5710000000000001,100.04999500049999,100.04999500049999,0.006,103.52976072770399,103.539648012656,0.39399999999999996,100.07997600719801,100.07997600719801,0.003
2020-04-11,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-12,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-13,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-14,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-15,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-16,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-17,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-18,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-19,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-20,100.26849642004801,100.727969348659,0.027000000000000003,100.0799920008,100.0799920008,0.006,108.102325581395,108.310120705664,0.6859999999999999,101.059258519037,101.10900189829201,0.008,115.26346490375299,116.203178206583,0.7140000000000001,100.089955022489,100.089955022489,0.008,103.75144286263901,103.828027315572,0.32299999999999995,100.0599880024,100.07997600719801,0.0
2020-04-21,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-22,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-23,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-24,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-25,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-26,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-27,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-28,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-29,,,,,,,,,,,,,,,,,,,,,,,,
2020-04-30,99.93127147766322,100.537989617744,0.136,100.009962143853,100.009962143853,0.03,105.612120224811,106.775814556654,1.5090000000000001,101.270093272475,101.368776036501,0.1,103.60968204436199,106.887118834983,1.0,100.80412985208,100.80412985208,0.14,102.36776268763398,102.94511378848699,0.74,99.9801014824396,100.02983887010099,0.046
2020-05-01,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-02,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-03,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-04,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-05,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-06,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-07,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-08,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-09,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-10,100.89483476566,101.39595002154199,1.225,99.3266312594841,99.35508345978751,0.43700000000000006,69.08658281940471,72.8535837485627,2.032,91.6369072336185,92.52864021251871,0.9259999999999999,78.901892157935,84.83932548520521,2.714,95.0489987217725,95.0920245398773,1.006,87.78868360277141,90.45096635647819,1.101,96.34316634665741,96.4139254864322,0.993
2020-05-11,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-12,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-13,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-14,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-15,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-16,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-17,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-18,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-19,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-20,104.055521091811,104.34749388753099,2.0580000000000003,99.85777777777781,99.9288952093147,0.767,70.4795515881254,74.2619304394716,6.829,87.57239550624521,88.35425383542541,1.524,65.7462195923734,72.9690869877786,3.286,99.9264705882353,99.9926497611172,2.444,80.103007340753,82.8619353346058,1.69,94.14489671931959,94.20696985802141,1.358
2020-05-21,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-22,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-23,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-24,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-25,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-26,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-27,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-28,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-29,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-30,,,,,,,,,,,,,,,,,,,,,,,,
2020-05-31,107.206506364922,107.20977031434299,1.876,108.101793909053,108.084504699326,1.7519999999999998,73.0567718747627,76.55984897364209,10.003,77.551237689646,78.38024063179091,2.1180000000000003,62.12802716630429,67.0611111111111,4.857,102.820253465818,103.287914691943,3.8310000000000004,79.0252272305695,81.5846106548377,4.25,89.5353159851301,89.58873656909971,2.1
2020-06-01,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-02,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-03,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-04,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-05,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-06,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-07,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-08,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-09,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-10,113.891903624919,113.485367782758,1.807,105.80587128955798,105.02622719799601,0.42,76.29075821035741,71.29137950514071,12.148,118.800733176224,114.32989332499399,18.117,50.450904963107796,53.0433855665707,5.857,110.503986199823,107.23312486521499,7.4270000000000005,69.3086419753086,68.9881770690129,6.516,98.99711031786501,96.92307692307692,4.013999999999999
2020-06-11,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-12,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-13,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-14,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-15,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-16,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-17,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-18,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-19,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-20,111.80961283789,113.08505921844299,0.67,102.950372805259,102.623141941125,0.669,115.225700623636,102.58445765547701,42.309,126.474590994643,119.211277750624,13.443,100.95166666666701,91.179753884139,39.857,116.263332951026,114.29003427189,9.152999999999999,107.962705718927,100.825948031591,25.089000000000002,101.002136534744,97.5118275801647,3.741
2020-06-21,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-22,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-23,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-24,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-25,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-26,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-27,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-28,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-29,,,,,,,,,,,,,,,,,,,,,,,,
2020-06-30,106.719207019825,111.05633379426399,0.6579999999999999,93.03929315422741,100.018815855494,1.8630000000000002,110.756664549948,98.82514563020192,24.495,111.56816655473499,102.518093822442,11.6,94.29968474554458,83.7933742474041,17.570999999999998,102.061001057657,103.048037646609,9.124,93.0154066768095,88.2011467135647,11.584000000000001,92.4026590693257,88.38868793160151,4.624
2020-07-01,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-02,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-03,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-04,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-05,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-06,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-07,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-08,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-09,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-10,92.59038389862091,105.544458241106,1.093,88.48737674720991,93.0008007159342,3.801,107.978332366028,93.40156190549891,34.824,117.039758444765,117.99313993372499,43.644,94.4200206295002,77.35221049453041,26.857,100.397158947634,103.06226551701401,19.5,91.42765367988541,82.13284739484808,21.639,98.1692148587081,97.2128152571072,16.757
2020-07-11,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-12,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-13,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-14,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-15,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-16,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-17,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-18,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-19,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-20,100.890797231479,110.207620565215,3.992,126.70025188916901,124.554720133668,17.534000000000002,120.952222565394,113.89617409758002,83.411,116.37535639023199,118.472189066603,47.412,99.99920634920629,95.68063714120409,71.571,117.609172300384,118.50455912820601,38.617,106.297581493165,104.469564570706,57.86600000000001,124.10722602038,118.595035109086,35.241
2020-07-21,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-22,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-23,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-24,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-25,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-26,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-27,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-28,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-29,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-30,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-31,97.01324467799878,105.136072040483,3.0069999999999997,130.238773020392,125.815729445602,13.501,135.183713475854,120.38131234600401,75.887,132.077534546112,123.986506586071,59.615,121.24665366692,106.18334425796999,75.0,126.604516461028,120.308449861726,37.675,127.57479663587499,113.434594811064,58.543,128.805265173544,118.46687211094,28.811
2020-08-01,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-02,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-03,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-04,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-05,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-06,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-07,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-08,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-09,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-10,129.466778336125,125.268031189084,10.825999999999999,159.05902980713,144.128615872157,24.281,182.992667497364,144.681853471443,136.168,162.482521243412,148.550972500105,109.56299999999999,167.171830255606,128.557726608827,127.14299999999999,166.208924969445,146.149015206179,80.979,176.994937406618,139.915818854976,117.62100000000001,156.268747744047,139.005352952034,51.498999999999995
2020-08-11,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-12,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-13,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-14,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-15,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-16,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-17,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-18,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-19,,,,,,,,,,,,,,,,,,,,,,,,
2020-08-20,123.76082474226801,122.68820164571301,6.178999999999999,128.987517337032,131.996791064348,11.738,141.39146036326702,131.715724973802,39.58,137.220955494125,130.895791028244,24.838,138.95601522571502,120.315421817791,35.0,127.51002590765499,125.373765179554,15.06,144.125189416016,128.49684736851802,36.397,122.492839958758,123.30387046768499,16.614
2020-08-21,,,,,,,,,,,,,,,,,,,,,,,,
