AdminStrata,Boucle-Du-Mouhoun,Boucle-Du-Mouhoun,Boucle-Du-Mouhoun,Boucle-Du-Mouhoun,Boucle-Du-Mouhoun,Boucle-Du-Mouhoun,Boucle-Du-Mouhoun,Boucle-Du-Mouhoun,Boucle-Du-Mouhoun,Boucle-Du-Mouhoun,Boucle-Du-Mouhoun,Boucle-Du-Mouhoun,Boucle-Du-Mouhoun,Boucle-Du-Mouhoun,Boucle-Du-Mouhoun,Cascades,Cascades,Cascades,Cascades,Cascades,Cascades,Cascades,Cascades,Cascades,Cascades,Cascades,Cascades,Cascades,Cascades,Cascades,Centre,Centre,Centre,Centre,Centre,Centre,Centre,Centre,Centre,Centre,Centre,Centre,Centre,Centre,Centre,Centre-Est,Centre-Est,Centre-Est,Centre-Est,Centre-Est,Centre-Est,Centre-Est,Centre-Est,Centre-Est,Centre-Est,Centre-Est,Centre-Est,Centre-Est,Centre-Est,Centre-Est,Centre-Nord,Centre-Nord,Centre-Nord,Centre-Nord,Centre-Nord,Centre-Nord,Centre-Nord,Centre-Nord,Centre-Nord,Centre-Nord,Centre-Nord,Centre-Nord,Centre-Nord,Centre-Nord,Centre-Nord,Centre-Ouest,Centre-Ouest,Centre-Ouest,Centre-Ouest,Centre-Ouest,Centre-Ouest,Centre-Ouest,Centre-Ouest,Centre-Ouest,Centre-Ouest,Centre-Ouest,Centre-Ouest,Centre-Ouest,Centre-Ouest,Centre-Ouest,Centre-Sud,Centre-Sud,Centre-Sud,Centre-Sud,Centre-Sud,Centre-Sud,Centre-Sud,Centre-Sud,Centre-Sud,Centre-Sud,Centre-Sud,Centre-Sud,Centre-Sud,Centre-Sud,Centre-Sud,Est,Est,Est,Est,Est,Est,Est,Est,Est,Est,Est,Est,Est,Est,Est,Hauts-Bassins,Hauts-Bassins,Hauts-Bassins,Hauts-Bassins,Hauts-Bassins,Hauts-Bassins,Hauts-Bassins,Hauts-Bassins,Hauts-Bassins,Hauts-Bassins,Hauts-Bassins,Hauts-Bassins,Hauts-Bassins,Hauts-Bassins,Hauts-Bassins,Nord,Nord,Nord,Nord,Nord,Nord,Nord,Nord,Nord,Nord,Nord,Nord,Nord,Nord,Nord,Plateau-Central,Plateau-Central,Plateau-Central,Plateau-Central,Plateau-Central,Plateau-Central,Plateau-Central,Plateau-Central,Plateau-Central,Plateau-Central,Plateau-Central,Plateau-Central,Plateau-Central,Plateau-Central,Plateau-Central,Sahel,Sahel,Sahel,Sahel,Sahel,Sahel,Sahel,Sahel,Sahel,Sahel,Sahel,Sahel,Sahel,Sahel,Sahel,Sud-Ouest,Sud-Ouest,Sud-Ouest,Sud-Ouest,Sud-Ouest,Sud-Ouest,Sud-Ouest,Sud-Ouest,Sud-Ouest,Sud-Ouest,Sud-Ouest,Sud-Ouest,Sud-Ouest,Sud-Ouest,Sud-Ouest
2020-08-28,,,,0.0,81.42516398330325,13.0,12.535927023484776,-3.4889045412941937,,,1816310.0,,,0.0,2.8026237328562806,,,,1.0,33.83590462833095,0.0,10.354483567382896,-4.5703491858738445,,,755896.0,,,0.0,3.681626928471244,,,,2.0,35.388652017054724,1.0,12.325874473829256,-1.4999608374274638,,,2623394.0,,,0.0,2.3614299770416496,,,,3.0,62.332814930015424,0.0,11.607597874846034,-0.1860523603689417,,,2623394.0,,,0.0,22.581648522550488,,,,4.0,77.06131078224088,17.0,13.271073782688553,-0.9736234041308092,,,1551284.0,,,0.0,6.412966878083142,,,,5.0,46.36739515652675,0.0,11.79615522501702,-2.2215485306204115,,,1510412.0,,,0.0,14.02835203780268,,,,6.0,72.56471844141964,0.0,11.584015088277885,-1.2189725370438171,,,801374.0,,,0.0,60.31491860154779,,,,7.0,80.25782688766105,35.0,12.240285449921886,0.9264825836092052,,,1633891.0,,,0.0,4.456721915285447,,,,8.0,30.426164519326026,0.0,11.365155887958865,-4.3311696081084605,,,1983881.0,,,0.0,8.325074331020799,,,,9.0,69.4999999999999,34.0,13.459991496033773,-2.283148656613776,,,1500082.0,,,0.0,12.035714285714269,,,,10.0,76.99386503067464,0.0,12.444786532303667,-1.1325241304161977,,,872851.0,,,0.0,62.60224948875239,,,,11.0,59.496372172428465,43.0,14.147636998838394,-0.45004078084426097,,,1282223.0,,,0.0,24.75458813486981,,,,12.0,32.789855072463844,3.0,10.475214903710103,-3.2371906407249704,,,796535.0,,,0.0,5.4951690821256145
2020-08-29,,,,0.0,81.49227630428419,11.0,12.535927023484776,-3.4889045412941937,,,1816310.0,,,0.0,2.7397260273972512,,,,1.0,33.960972269770586,0.0,10.354483567382896,-4.5703491858738445,,,755896.0,,,0.0,3.594659363231765,,,,2.0,34.70101781170478,1.0,12.325874473829256,-1.4999608374274638,,,2623394.0,,,0.0,2.290076335877859,,,,3.0,62.10102262162985,0.0,11.607597874846034,-0.1860523603689417,,,2623394.0,,,0.0,22.497675859931764,,,,4.0,77.6901987662781,17.0,13.271073782688553,-0.9736234041308092,,,1551284.0,,,0.0,6.237148732008211,,,,5.0,47.31988472622466,0.0,11.79615522501702,-2.2215485306204115,,,1510412.0,,,0.0,13.688760806916385,,,,6.0,72.84015852047541,0.0,11.584015088277885,-1.2189725370438171,,,801374.0,,,0.0,60.71334214002629,,,,7.0,80.04369992716667,34.0,12.240285449921886,0.9264825836092052,,,1633891.0,,,0.0,4.406409322651123,,,,8.0,29.75767366720512,0.0,11.365155887958865,-4.3311696081084605,,,1983881.0,,,0.0,8.142164781906288,,,,9.0,69.30069930069918,34.0,13.459991496033773,-2.283148656613776,,,1500082.0,,,0.0,12.202797202797177,,,,10.0,76.41228939544085,0.0,12.444786532303667,-1.1325241304161977,,,872851.0,,,0.0,61.91774033696714,,,,11.0,59.19320594479827,43.0,14.147636998838394,-0.45004078084426097,,,1282223.0,,,0.0,24.628450106157107,,,,12.0,33.09481216457967,3.0,10.475214903710103,-3.2371906407249704,,,796535.0,,,0.0,5.426356589147297
2020-08-30,,,,0.0,81.21594493834215,11.0,12.535927023484776,-3.4889045412941937,,,1816310.0,,,0.0,2.695726985947797,,,,1.0,34.981119121180875,0.0,10.354483567382896,-4.5703491858738445,,,755896.0,,,0.0,3.6045314109165765,,,,2.0,35.185185185185134,1.0,12.325874473829256,-1.4999608374274638,,,2623394.0,,,0.0,2.2598870056497136,,,,3.0,61.8170465188884,0.0,11.607597874846034,-0.1860523603689417,,,2623394.0,,,0.0,22.66625039025908,,,,4.0,77.50085353362904,17.0,13.271073782688553,-0.9736234041308092,,,1551284.0,,,0.0,6.725844998292918,,,,5.0,47.14681440443202,0.0,11.79615522501702,-2.2215485306204115,,,1510412.0,,,0.0,13.157894736842067,,,,6.0,72.92371778182749,0.0,11.584015088277885,-1.2189725370438171,,,801374.0,,,0.0,59.93230929445445,,,,7.0,80.47042052744106,34.0,12.240285449921886,0.9264825836092052,,,1633891.0,,,0.0,4.3121881682109695,,,,8.0,28.944060339409127,0.0,11.365155887958865,-4.3311696081084605,,,1983881.0,,,0.0,7.919547454431161,,,,9.0,69.10958904109576,34.0,13.459991496033773,-2.283148656613776,,,1500082.0,,,0.0,11.952054794520519,,,,10.0,75.31135531135511,0.0,12.444786532303667,-1.1325241304161977,,,872851.0,,,0.0,61.02564102564088,,,,11.0,58.326359832635966,43.0,14.147636998838394,-0.45004078084426097,,,1282223.0,,,0.0,24.26778242677823,,,,12.0,32.85968028419189,3.0,10.475214903710103,-3.2371906407249704,,,796535.0,,,0.0,5.387803433984616
2020-08-31,99.5216785630632,116.793121469088,0.39199344236406797,0.0,81.10481586402238,11.0,12.535927023484776,-3.4889045412941937,0.5670826,94.7704029721672,1816310.0,0.5463749606678143,105.415,0.0,2.662889518413589,90.8870025102037,98.422587739441,0.5425298324457989,1.0,33.855464578141664,0.0,10.354483567382896,-4.5703491858738445,0.6505801,95.3804646383152,755896.0,0.7777777777777777,105.098,0.0,3.310786756852969,111.979688417562,119.34637734403098,0.8814350377263498,2.0,34.66295609152745,1.0,12.325874473829256,-1.4999608374274638,0.4597082,92.215538095332,2623394.0,0.745127436281859,141.816,0.0,2.226345083487937,92.02496532593621,103.22208562605101,0.5224417993338193,3.0,60.57661159701964,0.0,11.607597874846034,-0.1860523603689417,0.5534359999999999,95.13098411341127,2623394.0,0.5954022988505745,107.835,0.0,23.51797862001939,133.469058198228,130.435317922164,0.6739152756729266,4.0,77.43055555555542,7.0,13.271073782688553,-0.9736234041308092,0.4380116,103.056176529345,1551284.0,0.3754789272030652,79.866,0.0,6.840277777777764,90.77176673024141,113.796611524305,0.4975179563263208,5.0,46.91289966923913,0.0,11.79615522501702,-2.2215485306204115,0.5731501,92.08446145339,1510412.0,0.4927869398634015,133.487,0.0,13.092613009922788,87.8645979200508,106.96393716888201,0.5618219078144046,6.0,73.50318471337566,0.0,11.584015088277885,-1.2189725370438171,0.5979919,95.11874725869629,801374.0,0.97367982675329,122.364,0.0,59.719745222929824,109.498775628955,112.726826639054,0.598841533843891,7.0,80.33707865168526,34.0,12.240285449921886,0.9264825836092052,0.5780769,95.7119733209634,1633891.0,1.0,90.821,0.0,4.2485955056179705,103.97533704102699,105.943202839858,0.3752789197145363,8.0,29.402803168799444,0.0,11.365155887958865,-4.3311696081084605,0.6480114,96.5009573208675,1983881.0,0.7731134432783608,146.425,0.0,7.678244972577678,108.441256683111,114.578182002992,0.5819818724953709,9.0,69.76198457928244,34.0,13.459991496033773,-2.283148656613776,0.4421835,101.169989368778,1500082.0,0.28335832083958024,75.583,0.0,11.699631243714357,109.54731373936501,117.106664515088,0.5161597678674733,10.0,75.57381009905755,0.0,12.444786532303667,-1.1325241304161977,0.4593547000000001,90.43206188702369,872851.0,0.2635348992170581,112.443,0.0,60.86011113795587,152.50985594207899,135.60007745818,0.9329900734373076,11.0,58.71291266193059,43.0,14.147636998838394,-0.45004078084426097,0.3820189000000001,108.846187665293,1282223.0,0.9674607140874008,70.335,0.0,24.237358963643945,72.81297917199079,96.8372356495468,0.5069918391286797,12.0,32.37924865831849,3.0,10.475214903710103,-3.2371906407249704,0.6699042,97.35082617901121,796535.0,0.753989671830751,102.861,0.0,5.426356589147297
2020-09-01,,,,0.0,80.83217753120638,11.0,12.535927023484776,-3.4889045412941937,,,1816310.0,,,0.0,2.6074895977808508,,,,1.0,33.65684575389944,0.0,10.354483567382896,-4.5703491858738445,,,755896.0,,,0.0,3.2235701906412433,,,,2.0,34.50556056507357,1.0,12.325874473829256,-1.4999608374274638,,,2623394.0,,,0.0,2.1641118124436387,,,,3.0,59.425323650141976,0.0,11.607597874846034,-0.1860523603689417,,,2623394.0,,,0.0,22.92390274707921,,,,4.0,76.20013522650423,7.0,13.271073782688553,-0.9736234041308092,,,1551284.0,,,0.0,6.65990534144691,,,,5.0,47.258979206049005,0.0,11.79615522501702,-2.2215485306204115,,,1510412.0,,,0.0,13.151498784769073,,,,6.0,73.74400403938381,0.0,11.584015088277885,-1.2189725370438171,,,801374.0,,,0.0,59.63140621055276,,,,7.0,80.52434456928826,34.0,12.240285449921886,0.9264825836092052,,,1633891.0,,,0.0,4.119850187265911,,,,8.0,28.745904081024648,0.0,11.365155887958865,-4.3311696081084605,,,1983881.0,,,0.0,7.864164432529024,,,,9.0,70.63802083333316,34.0,13.459991496033773,-2.283148656613776,,,1500082.0,,,0.0,11.360677083333304,,,,10.0,74.8525595659352,0.0,12.444786532303667,-1.1325241304161977,,,872851.0,,,0.0,60.4859636706769,,,,11.0,57.44322960470981,43.0,14.147636998838394,-0.45004078084426097,,,1282223.0,,,0.0,24.390243902439014,,,,12.0,31.76895306859213,3.0,10.475214903710103,-3.2371906407249704,,,796535.0,,,0.0,4.5728038507822
2020-09-02,,,,0.0,80.37409268565018,11.0,12.535927023484776,-3.4889045412941937,,,1816310.0,,,0.0,2.624232272473469,,,,1.0,32.72851763094826,0.0,10.354483567382896,-4.5703491858738445,,,755896.0,,,0.0,3.183841150290992,,,,2.0,35.409035409035354,1.0,12.325874473829256,-1.4999608374274638,,,2623394.0,,,0.0,2.197802197802193,,,,3.0,59.62928055293735,0.0,11.607597874846034,-0.1860523603689417,,,2623394.0,,,0.0,22.431668237511737,,,,4.0,75.89225589225576,7.0,13.271073782688553,-0.9736234041308092,,,1551284.0,,,0.0,6.632996632996617,,,,5.0,46.198675496688615,0.0,11.79615522501702,-2.2215485306204115,,,1510412.0,,,0.0,12.900662251655593,,,,6.0,74.30209371884332,0.0,11.584015088277885,-1.2189725370438171,,,801374.0,,,0.0,58.62412761714846,,,,7.0,79.9584631360331,34.0,12.240285449921886,0.9264825836092052,,,1633891.0,,,0.0,4.188300449982688,,,,8.0,30.01536098310284,0.0,11.365155887958865,-4.3311696081084605,,,1983881.0,,,0.0,8.479262672811036,,,,9.0,70.54930509596278,34.0,13.459991496033773,-2.283148656613776,,,1500082.0,,,0.0,10.886829913964238,,,,10.0,74.81096408317566,0.0,12.444786532303667,-1.1325241304161977,,,872851.0,,,0.0,60.5860113421549,,,,11.0,57.85054575986561,43.0,14.147636998838394,-0.45004078084426097,,,1282223.0,,,0.0,24.349286314021807,,,,12.0,32.61261261261268,3.0,10.475214903710103,-3.2371906407249704,,,796535.0,,,0.0,4.564564564564575
2020-09-03,,,,0.0,80.07127192982426,11.0,12.535927023484776,-3.4889045412941937,,,1816310.0,,,0.0,2.576754385964904,,,,1.0,31.48085394781425,0.0,10.354483567382896,-4.5703491858738445,,,755896.0,,,0.0,3.151474076584204,,,,2.0,36.36636636636629,1.0,12.325874473829256,-1.4999608374274638,,,2623394.0,,,0.0,2.1621621621621583,,,,3.0,60.87481146304663,0.0,11.607597874846034,-0.1860523603689417,,,2623394.0,,,0.0,23.34841628959271,,,,4.0,76.32275132275112,7.0,13.271073782688553,-0.9736234041308092,,,1551284.0,,,0.0,6.51455026455025,,,,5.0,46.197767973007906,0.0,11.79615522501702,-2.2215485306204115,,,1510412.0,,,0.0,12.95094731378143,,,,6.0,74.84322238301964,0.0,11.584015088277885,-1.2189725370438171,,,801374.0,,,0.0,59.38253738543164,,,,7.0,78.7027027027026,33.0,12.240285449921886,0.9264825836092052,,,1633891.0,,,0.0,4.360360360360355,,,,8.0,29.44130571249209,0.0,11.365155887958865,-4.3311696081084605,,,1983881.0,,,0.0,8.662900188323897,,,,9.0,69.79510905485773,24.0,13.459991496033773,-2.283148656613776,,,1500082.0,,,0.0,10.872438863185694,,,,10.0,75.4598370197903,0.0,12.444786532303667,-1.1325241304161977,,,872851.0,,,0.0,61.094295692665774,,,,11.0,58.52665852665848,42.0,14.147636998838394,-0.45004078084426097,,,1282223.0,,,0.0,24.2165242165242,,,,12.0,31.89189189189195,3.0,10.475214903710103,-3.2371906407249704,,,796535.0,,,0.0,4.564564564564575
2020-09-04,,,,0.0,79.04899135446658,11.0,12.535927023484776,-3.4889045412941937,,,1816310.0,,,0.0,2.7089337175792414,,,,1.0,31.48085394781425,0.0,10.354483567382896,-4.5703491858738445,,,755896.0,,,0.0,3.151474076584204,,,,2.0,35.539057456423436,1.0,12.325874473829256,-1.4999608374274638,,,2623394.0,,,0.0,2.3240800516462192,,,,3.0,60.87481146304663,0.0,11.607597874846034,-0.1860523603689417,,,2623394.0,,,0.0,23.34841628959271,,,,4.0,76.32275132275112,7.0,13.271073782688553,-0.9736234041308092,,,1551284.0,,,0.0,6.51455026455025,,,,5.0,45.85129310344814,0.0,11.79615522501702,-2.2215485306204115,,,1510412.0,,,0.0,13.442887931034445,,,,6.0,74.14476945959332,0.0,11.584015088277885,-1.2189725370438171,,,801374.0,,,0.0,58.626673277144185,,,,7.0,78.7027027027026,33.0,12.240285449921886,0.9264825836092052,,,1633891.0,,,0.0,4.360360360360355,,,,8.0,29.44130571249209,0.0,11.365155887958865,-4.3311696081084605,,,1983881.0,,,0.0,8.662900188323897,,,,9.0,69.79634104245758,24.0,13.459991496033773,-2.283148656613776,,,1500082.0,,,0.0,11.356575768035874,,,,10.0,74.5472108186427,0.0,12.444786532303667,-1.1325241304161977,,,872851.0,,,0.0,59.64742815744978,,,,11.0,58.52665852665848,42.0,14.147636998838394,-0.45004078084426097,,,1282223.0,,,0.0,24.2165242165242,,,,12.0,31.89189189189195,3.0,10.475214903710103,-3.2371906407249704,,,796535.0,,,0.0,4.564564564564575
2020-09-05,,,,0.0,78.39541547277909,11.0,12.535927023484776,-3.4889045412941937,,,1816310.0,,,0.0,2.6934097421203345,,,,1.0,31.94877120110761,0.0,10.354483567382896,-4.5703491858738445,,,755896.0,,,0.0,3.2191069574247098,,,,2.0,35.69628229363572,1.0,12.325874473829256,-1.4999608374274638,,,2623394.0,,,0.0,2.268431001890355,,,,3.0,62.24712107065035,0.0,11.607597874846034,-0.1860523603689417,,,2623394.0,,,0.0,24.089635854341694,,,,4.0,76.86591276252001,7.0,13.271073782688553,-0.9736234041308092,,,1551284.0,,,0.0,6.365105008077529,,,,5.0,47.39387426114979,0.0,11.79615522501702,-2.2215485306204115,,,1510412.0,,,0.0,13.40677055346584,,,,6.0,72.62755102040802,0.0,11.584015088277885,-1.2189725370438171,,,801374.0,,,0.0,56.86224489795908,,,,7.0,77.6087725504067,33.0,12.240285449921886,0.9264825836092052,,,1633891.0,,,0.0,4.280155642023341,,,,8.0,30.030959752321905,0.0,11.365155887958865,-4.3311696081084605,,,1983881.0,,,0.0,8.544891640866851,,,,9.0,69.71024258760093,24.0,13.459991496033773,-2.283148656613776,,,1500082.0,,,0.0,11.084905660377336,,,,10.0,75.03552818569382,0.0,12.444786532303667,-1.1325241304161977,,,872851.0,,,0.0,59.853150165798084,,,,11.0,58.95270270270269,42.0,14.147636998838394,-0.45004078084426097,,,1282223.0,,,0.0,23.859797297297288,,,,12.0,32.045866022933076,0.0,10.475214903710103,-3.2371906407249704,,,796535.0,,,0.0,4.586602293301156
2020-09-06,,,,0.0,78.50729517396158,,12.535927023484776,-3.4889045412941937,,,1816310.0,,,0.0,2.637485970819295,,,,1.0,31.6529492455418,,10.354483567382896,-4.5703491858738445,,,755896.0,,,0.0,3.1893004115226296,,,,2.0,36.04361370716503,,12.325874473829256,-1.4999608374274638,,,2623394.0,,,0.0,2.242990654205603,,,,3.0,63.02956415726899,,11.607597874846034,-0.1860523603689417,,,2623394.0,,,0.0,24.961901859189226,,,,4.0,77.56286266924545,,13.271073782688553,-0.9736234041308092,,,1551284.0,,,0.0,6.350741457124419,,,,5.0,47.09022957821663,,11.79615522501702,-2.2215485306204115,,,1510412.0,,,0.0,13.320875600640646,,,,6.0,72.61484098939916,,11.584015088277885,-1.2189725370438171,,,801374.0,,,0.0,56.71378091872781,,,,7.0,77.76628748707333,,12.240285449921886,0.9264825836092052,,,1633891.0,,,0.0,4.170975525680794,,,,8.0,30.577507598784127,,11.365155887958865,-4.3311696081084605,,,1983881.0,,,0.0,8.389057750759855,,,,9.0,69.72990777338589,,13.459991496033773,-2.283148656613776,,,1500082.0,,,0.0,10.836627140974944,,,,10.0,75.22658610271888,,12.444786532303667,-1.1325241304161977,,,872851.0,,,0.0,59.7722519172669,,,,11.0,59.49999999999997,,14.147636998838394,-0.45004078084426097,,,1282223.0,,,0.0,23.541666666666657,,,,12.0,33.4891876095851,,10.475214903710103,-3.2371906407249704,,,796535.0,,,0.0,4.441846873173592
2020-09-07,,,,0.0,,,12.535927023484776,-3.4889045412941937,,,1816310.0,,,,,,,,1.0,,,10.354483567382896,-4.5703491858738445,,,755896.0,,,,,,,,2.0,,,12.325874473829256,-1.4999608374274638,,,2623394.0,,,,,,,,3.0,,,11.607597874846034,-0.1860523603689417,,,2623394.0,,,,,,,,4.0,,,13.271073782688553,-0.9736234041308092,,,1551284.0,,,,,,,,5.0,,,11.79615522501702,-2.2215485306204115,,,1510412.0,,,,,,,,6.0,,,11.584015088277885,-1.2189725370438171,,,801374.0,,,,,,,,7.0,,,12.240285449921886,0.9264825836092052,,,1633891.0,,,,,,,,8.0,,,11.365155887958865,-4.3311696081084605,,,1983881.0,,,,,,,,9.0,,,13.459991496033773,-2.283148656613776,,,1500082.0,,,,,,,,10.0,,,12.444786532303667,-1.1325241304161977,,,872851.0,,,,,,,,11.0,,,14.147636998838394,-0.45004078084426097,,,1282223.0,,,,,,,,12.0,,,10.475214903710103,-3.2371906407249704,,,796535.0,,,,
2020-09-08,,,,0.0,,,12.535927023484776,-3.4889045412941937,,,1816310.0,,,,,,,,1.0,,,10.354483567382896,-4.5703491858738445,,,755896.0,,,,,,,,2.0,,,12.325874473829256,-1.4999608374274638,,,2623394.0,,,,,,,,3.0,,,11.607597874846034,-0.1860523603689417,,,2623394.0,,,,,,,,4.0,,,13.271073782688553,-0.9736234041308092,,,1551284.0,,,,,,,,5.0,,,11.79615522501702,-2.2215485306204115,,,1510412.0,,,,,,,,6.0,,,11.584015088277885,-1.2189725370438171,,,801374.0,,,,,,,,7.0,,,12.240285449921886,0.9264825836092052,,,1633891.0,,,,,,,,8.0,,,11.365155887958865,-4.3311696081084605,,,1983881.0,,,,,,,,9.0,,,13.459991496033773,-2.283148656613776,,,1500082.0,,,,,,,,10.0,,,12.444786532303667,-1.1325241304161977,,,872851.0,,,,,,,,11.0,,,14.147636998838394,-0.45004078084426097,,,1282223.0,,,,,,,,12.0,,,10.475214903710103,-3.2371906407249704,,,796535.0,,,,
2020-09-09,,,,0.0,,,12.535927023484776,-3.4889045412941937,,,1816310.0,,,,,,,,1.0,,,10.354483567382896,-4.5703491858738445,,,755896.0,,,,,,,,2.0,,,12.325874473829256,-1.4999608374274638,,,2623394.0,,,,,,,,3.0,,,11.607597874846034,-0.1860523603689417,,,2623394.0,,,,,,,,4.0,,,13.271073782688553,-0.9736234041308092,,,1551284.0,,,,,,,,5.0,,,11.79615522501702,-2.2215485306204115,,,1510412.0,,,,,,,,6.0,,,11.584015088277885,-1.2189725370438171,,,801374.0,,,,,,,,7.0,,,12.240285449921886,0.9264825836092052,,,1633891.0,,,,,,,,8.0,,,11.365155887958865,-4.3311696081084605,,,1983881.0,,,,,,,,9.0,,,13.459991496033773,-2.283148656613776,,,1500082.0,,,,,,,,10.0,,,12.444786532303667,-1.1325241304161977,,,872851.0,,,,,,,,11.0,,,14.147636998838394,-0.45004078084426097,,,1282223.0,,,,,,,,12.0,,,10.475214903710103,-3.2371906407249704,,,796535.0,,,,
2020-09-10,,,,0.0,,,12.535927023484776,-3.4889045412941937,,,1816310.0,,,,,,,,1.0,,,10.354483567382896,-4.5703491858738445,,,755896.0,,,,,,,,2.0,,,12.325874473829256,-1.4999608374274638,,,2623394.0,,,,,,,,3.0,,,11.607597874846034,-0.1860523603689417,,,2623394.0,,,,,,,,4.0,,,13.271073782688553,-0.9736234041308092,,,1551284.0,,,,,,,,5.0,,,11.79615522501702,-2.2215485306204115,,,1510412.0,,,,,,,,6.0,,,11.584015088277885,-1.2189725370438171,,,801374.0,,,,,,,,7.0,,,12.240285449921886,0.9264825836092052,,,1633891.0,,,,,,,,8.0,,,11.365155887958865,-4.3311696081084605,,,1983881.0,,,,,,,,9.0,,,13.459991496033773,-2.283148656613776,,,1500082.0,,,,,,,,10.0,,,12.444786532303667,-1.1325241304161977,,,872851.0,,,,,,,,11.0,,,14.147636998838394,-0.45004078084426097,,,1282223.0,,,,,,,,12.0,,,10.475214903710103,-3.2371906407249704,,,796535.0,,,,
2020-09-11,,,,0.0,,,12.535927023484776,-3.4889045412941937,,,1816310.0,,,,,,,,1.0,,,10.354483567382896,-4.5703491858738445,,,755896.0,,,,,,,,2.0,,,12.325874473829256,-1.4999608374274638,,,2623394.0,,,,,,,,3.0,,,11.607597874846034,-0.1860523603689417,,,2623394.0,,,,,,,,4.0,,,13.271073782688553,-0.9736234041308092,,,1551284.0,,,,,,,,5.0,,,11.79615522501702,-2.2215485306204115,,,1510412.0,,,,,,,,6.0,,,11.584015088277885,-1.2189725370438171,,,801374.0,,,,,,,,7.0,,,12.240285449921886,0.9264825836092052,,,1633891.0,,,,,,,,8.0,,,11.365155887958865,-4.3311696081084605,,,1983881.0,,,,,,,,9.0,,,13.459991496033773,-2.283148656613776,,,1500082.0,,,,,,,,10.0,,,12.444786532303667,-1.1325241304161977,,,872851.0,,,,,,,,11.0,,,14.147636998838394,-0.45004078084426097,,,1282223.0,,,,,,,,12.0,,,10.475214903710103,-3.2371906407249704,,,796535.0,,,,
2020-09-12,,,,0.0,,,12.535927023484776,-3.4889045412941937,,,1816310.0,,,,,,,,1.0,,,10.354483567382896,-4.5703491858738445,,,755896.0,,,,,,,,2.0,,,12.325874473829256,-1.4999608374274638,,,2623394.0,,,,,,,,3.0,,,11.607597874846034,-0.1860523603689417,,,2623394.0,,,,,,,,4.0,,,13.271073782688553,-0.9736234041308092,,,1551284.0,,,,,,,,5.0,,,11.79615522501702,-2.2215485306204115,,,1510412.0,,,,,,,,6.0,,,11.584015088277885,-1.2189725370438171,,,801374.0,,,,,,,,7.0,,,12.240285449921886,0.9264825836092052,,,1633891.0,,,,,,,,8.0,,,11.365155887958865,-4.3311696081084605,,,1983881.0,,,,,,,,9.0,,,13.459991496033773,-2.283148656613776,,,1500082.0,,,,,,,,10.0,,,12.444786532303667,-1.1325241304161977,,,872851.0,,,,,,,,11.0,,,14.147636998838394,-0.45004078084426097,,,1282223.0,,,,,,,,12.0,,,10.475214903710103,-3.2371906407249704,,,796535.0,,,,
2020-09-13,,,,0.0,,,12.535927023484776,-3.4889045412941937,,,1816310.0,,,,,,,,1.0,,,10.354483567382896,-4.5703491858738445,,,755896.0,,,,,,,,2.0,,,12.325874473829256,-1.4999608374274638,,,2623394.0,,,,,,,,3.0,,,11.607597874846034,-0.1860523603689417,,,2623394.0,,,,,,,,4.0,,,13.271073782688553,-0.9736234041308092,,,1551284.0,,,,,,,,5.0,,,11.79615522501702,-2.2215485306204115,,,1510412.0,,,,,,,,6.0,,,11.584015088277885,-1.2189725370438171,,,801374.0,,,,,,,,7.0,,,12.240285449921886,0.9264825836092052,,,1633891.0,,,,,,,,8.0,,,11.365155887958865,-4.3311696081084605,,,1983881.0,,,,,,,,9.0,,,13.459991496033773,-2.283148656613776,,,1500082.0,,,,,,,,10.0,,,12.444786532303667,-1.1325241304161977,,,872851.0,,,,,,,,11.0,,,14.147636998838394,-0.45004078084426097,,,1282223.0,,,,,,,,12.0,,,10.475214903710103,-3.2371906407249704,,,796535.0,,,,
2020-09-14,,,,0.0,,,12.535927023484776,-3.4889045412941937,,,1816310.0,,,,,,,,1.0,,,10.354483567382896,-4.5703491858738445,,,755896.0,,,,,,,,2.0,,,12.325874473829256,-1.4999608374274638,,,2623394.0,,,,,,,,3.0,,,11.607597874846034,-0.1860523603689417,,,2623394.0,,,,,,,,4.0,,,13.271073782688553,-0.9736234041308092,,,1551284.0,,,,,,,,5.0,,,11.79615522501702,-2.2215485306204115,,,1510412.0,,,,,,,,6.0,,,11.584015088277885,-1.2189725370438171,,,801374.0,,,,,,,,7.0,,,12.240285449921886,0.9264825836092052,,,1633891.0,,,,,,,,8.0,,,11.365155887958865,-4.3311696081084605,,,1983881.0,,,,,,,,9.0,,,13.459991496033773,-2.283148656613776,,,1500082.0,,,,,,,,10.0,,,12.444786532303667,-1.1325241304161977,,,872851.0,,,,,,,,11.0,,,14.147636998838394,-0.45004078084426097,,,1282223.0,,,,,,,,12.0,,,10.475214903710103,-3.2371906407249704,,,796535.0,,,,
