AdminStrata,Adamawa,Adamawa,Adamawa,Adamawa,Borno,Borno,Borno,Borno,Yobe,Yobe,Yobe,Yobe
2019-10-06,,,,,,,,,,,,
2019-10-07,,,,,,,,,,,,
2019-10-08,,,,,,,,,,,,
2019-10-09,,,,,,,,,,,,
2019-10-10,,,,,,,,,,,,
2019-10-11,,,,,,,,,,,,
2019-10-12,,,,,,,,,,,,
2019-10-13,,,,,,,,,,,,
2019-10-14,,,,,,,,,,,,
2019-10-15,,,,,,,,,,,,
2019-10-16,,,,,,,,,,,,
2019-10-17,,,,,,,,,,,,
2019-10-18,,,,,,,,,,,,
2019-10-19,,,,,,,,,,,,
2019-10-20,,,,,,,,,,,,
2019-10-21,,,,,,,,,,,,
2019-10-22,,,,,,,,,,,,
2019-10-23,,,,,,,,,,,,
2019-10-24,,,,,,,,,,,,
2019-10-25,,,,,,,,,,,,
2019-10-26,,,,,,,,,,,,
2019-10-27,,,,,,,,,,,,
2019-10-28,,,,,,,,,,,,
2019-10-29,,,,,,,,,,,,
2019-10-30,,,,,,,,,,,,
2019-10-31,0.7987117552334944,0.23497561166730685,0.779068115786963,0.5887273802260562,0.14170692431562,0.3163795112520902,0.8048377676719513,0.5836955222754061,0.23848631239935597,0.2780685440314552,0.8501923549895305,0.578663664324756
2019-11-01,,,,,,,,,,,,
2019-11-02,,,,,,,,,,,,
2019-11-03,,,,,,,,,,,,
2019-11-04,,,,,,,,,,,,
2019-11-05,,,,,,,,,,,,
2019-11-06,,,,,,,,,,,,
2019-11-07,,,,,,,,,,,,
2019-11-08,,,,,,,,,,,,
2019-11-09,,,,,,,,,,,,
2019-11-10,,,,,,,,,,,,
2019-11-11,,,,,,,,,,,,
2019-11-12,,,,,,,,,,,,
2019-11-13,,,,,,,,,,,,
2019-11-14,,,,,,,,,,,,
2019-11-15,,,,,,,,,,,,
2019-11-16,,,,,,,,,,,,
2019-11-17,,,,,,,,,,,,
2019-11-18,,,,,,,,,,,,
2019-11-19,,,,,,,,,,,,
2019-11-20,,,,,,,,,,,,
2019-11-21,,,,,,,,,,,,
2019-11-22,,,,,,,,,,,,
2019-11-23,,,,,,,,,,,,
2019-11-24,,,,,,,,,,,,
2019-11-25,,,,,,,,,,,,
2019-11-26,,,,,,,,,,,,
2019-11-27,,,,,,,,,,,,
2019-11-28,,,,,,,,,,,,
2019-11-29,,,,,,,,,,,,
2019-11-30,0.7987117552334944,0.15156171044095035,0.781129687937762,0.5887273802260562,0.14170692431562,0.32302975942426804,0.7996838372949536,0.5836955222754061,0.23848631239935597,0.27172412238457533,0.8501923549895305,0.5796700359148861
2019-12-01,,,,,,,,,,,,
2019-12-02,,,,,,,,,,,,
2019-12-03,,,,,,,,,,,,
2019-12-04,,,,,,,,,,,,
2019-12-05,,,,,,,,,,,,
2019-12-06,,,,,,,,,,,,
2019-12-07,,,,,,,,,,,,
2019-12-08,,,,,,,,,,,,
2019-12-09,,,,,,,,,,,,
2019-12-10,,,,,,,,,,,,
2019-12-11,,,,,,,,,,,,
2019-12-12,,,,,,,,,,,,
2019-12-13,,,,,,,,,,,,
2019-12-14,,,,,,,,,,,,
2019-12-15,,,,,,,,,,,,
2019-12-16,,,,,,,,,,,,
2019-12-17,,,,,,,,,,,,
2019-12-18,,,,,,,,,,,,
2019-12-19,,,,,,,,,,,,
2019-12-20,,,,,,,,,,,,
2019-12-21,,,,,,,,,,,,
2019-12-22,,,,,,,,,,,,
2019-12-23,,,,,,,,,,,,
2019-12-24,,,,,,,,,,,,
2019-12-25,,,,,,,,,,,,
2019-12-26,,,,,,,,,,,,
2019-12-27,,,,,,,,,,,,
2019-12-28,,,,,,,,,,,,
2019-12-29,,,,,,,,,,,,
2019-12-30,,,,,,,,,,,,
2019-12-31,0.7987117552334944,0.14899699422001722,0.7842220461639607,0.5887273802260562,0.14170692431562,0.3278728458081259,0.794529906917956,0.5836955222754061,0.20595813204508856,0.22251629281596552,0.8460692106879324,0.5784120714272236
2020-01-01,,,,,,,,,,,,
2020-01-02,,,,,,,,,,,,
2020-01-03,,,,,,,,,,,,
2020-01-04,,,,,,,,,,,,
2020-01-05,,,,,,,,,,,,
2020-01-06,,,,,,,,,,,,
2020-01-07,,,,,,,,,,,,
2020-01-08,,,,,,,,,,,,
2020-01-09,,,,,,,,,,,,
2020-01-10,,,,,,,,,,,,
2020-01-11,,,,,,,,,,,,
2020-01-12,,,,,,,,,,,,
2020-01-13,,,,,,,,,,,,
2020-01-14,,,,,,,,,,,,
2020-01-15,,,,,,,,,,,,
2020-01-16,,,,,,,,,,,,
2020-01-17,,,,,,,,,,,,
2020-01-18,,,,,,,,,,,,
2020-01-19,,,,,,,,,,,,
2020-01-20,,,,,,,,,,,,
2020-01-21,,,,,,,,,,,,
2020-01-22,,,,,,,,,,,,
2020-01-23,,,,,,,,,,,,
2020-01-24,,,,,,,,,,,,
2020-01-25,,,,,,,,,,,,
2020-01-26,,,,,,,,,,,,
2020-01-27,,,,,,,,,,,,
2020-01-28,,,,,,,,,,,,
2020-01-29,,,,,,,,,,,,
2020-01-30,,,,,,,,,,,,
2020-01-31,0.7987117552334944,0.1464322779990841,0.7842220461639607,0.5887273802260562,0.14170692431562,0.30479096959459595,0.794529906917956,0.5829407435828087,0.20354267310789048,0.24055861646141163,0.8470999967633319,0.5815569826463798
2020-02-01,,,,,,,,,,,,
2020-02-02,,,,,,,,,,,,
2020-02-03,,,,,,,,,,,,
2020-02-04,,,,,,,,,,,,
2020-02-05,,,,,,,,,,,,
2020-02-06,,,,,,,,,,,,
2020-02-07,,,,,,,,,,,,
2020-02-08,,,,,,,,,,,,
2020-02-09,,,,,,,,,,,,
2020-02-10,,,,,,,,,,,,
2020-02-11,,,,,,,,,,,,
2020-02-12,,,,,,,,,,,,
2020-02-13,,,,,,,,,,,,
2020-02-14,,,,,,,,,,,,
2020-02-15,,,,,,,,,,,,
2020-02-16,,,,,,,,,,,,
2020-02-17,,,,,,,,,,,,
2020-02-18,,,,,,,,,,,,
2020-02-19,,,,,,,,,,,,
2020-02-20,,,,,,,,,,,,
2020-02-21,,,,,,,,,,,,
2020-02-22,,,,,,,,,,,,
2020-02-23,,,,,,,,,,,,
2020-02-24,,,,,,,,,,,,
2020-02-25,,,,,,,,,,,,
2020-02-26,,,,,,,,,,,,
2020-02-27,,,,,,,,,,,,
2020-02-28,,,,,,,,,,,,
2020-02-29,0.7987117552334944,0.15265294326946388,0.7842220461639607,0.5887273802260562,0.16908212560386476,0.42971928311050334,0.7996838372949536,0.5826891506852763,0.16449275362318844,0.19790553276435707,0.8481307828387314,0.5806764075050161
2020-03-01,,,,,,,,,,,,
2020-03-02,,,,,,,,,,,,
2020-03-03,,,,,,,,,,,,
2020-03-04,,,,,,,,,,,,
2020-03-05,,,,,,,,,,,,
2020-03-06,,,,,,,,,,,,
2020-03-07,,,,,,,,,,,,
2020-03-08,,,,,,,,,,,,
2020-03-09,,,,,,,,,,,,
2020-03-10,,,,,,,,,,,,
2020-03-11,,,,,,,,,,,,
2020-03-12,,,,,,,,,,,,
2020-03-13,,,,,,,,,,,,
2020-03-14,,,,,,,,,,,,
2020-03-15,,,,,,,,,,,,
2020-03-16,,,,,,,,,,,,
2020-03-17,,,,,,,,,,,,
2020-03-18,,,,,,,,,,,,
2020-03-19,,,,,,,,,,,,
2020-03-20,,,,,,,,,,,,
2020-03-21,,,,,,,,,,,,
2020-03-22,,,,,,,,,,,,
2020-03-23,,,,,,,,,,,,
2020-03-24,,,,,,,,,,,,
2020-03-25,,,,,,,,,,,,
2020-03-26,,,,,,,,,,,,
2020-03-27,,,,,,,,,,,,
2020-03-28,,,,,,,,,,,,
2020-03-29,,,,,,,,,,,,
2020-03-30,,,,,,,,,,,,
2020-03-31,0.7987117552334944,0.21099241998449503,0.7842220461639607,0.578663664324756,0.2576489533011272,0.4025133536064067,0.7996838372949536,0.5608005685999484,0.19001610305958133,0.2573179306201988,0.8460692106879324,0.5592910112147536
2020-04-01,,,,,,,,,,,,
2020-04-02,,,,,,,,,,,,
2020-04-03,,,,,,,,,,,,
2020-04-04,,,,,,,,,,,,
2020-04-05,,,,,,,,,,,,
2020-04-06,,,,,,,,,,,,
2020-04-07,,,,,,,,,,,,
2020-04-08,,,,,,,,,,,,
2020-04-09,,,,,,,,,,,,
2020-04-10,,,,,,,,,,,,
2020-04-11,,,,,,,,,,,,
2020-04-12,,,,,,,,,,,,
2020-04-13,,,,,,,,,,,,
2020-04-14,,,,,,,,,,,,
2020-04-15,,,,,,,,,,,,
2020-04-16,,,,,,,,,,,,
2020-04-17,,,,,,,,,,,,
2020-04-18,,,,,,,,,,,,
2020-04-19,,,,,,,,,,,,
2020-04-20,,,,,,,,,,,,
2020-04-21,,,,,,,,,,,,
2020-04-22,,,,,,,,,,,,
2020-04-23,,,,,,,,,,,,
2020-04-24,,,,,,,,,,,,
2020-04-25,,,,,,,,,,,,
2020-04-26,,,,,,,,,,,,
2020-04-27,,,,,,,,,,,,
2020-04-28,,,,,,,,,,,,
2020-04-29,,,,,,,,,,,,
2020-04-30,0.7987117552334944,0.2693318966995262,0.7091808198748751,0.5025819721109273,0.2576489533011272,0.4229917916989271,0.750824577321016,0.49443036223087417,0.12289855072463768,0.31673032847604055,0.846728913776188,0.4870838496229251
2020-05-01,,,,,,,,,,,,
2020-05-02,,,,,,,,,,,,
2020-05-03,,,,,,,,,,,,
2020-05-04,,,,,,,,,,,,
2020-05-05,,,,,,,,,,,,
2020-05-06,,,,,,,,,,,,
2020-05-07,,,,,,,,,,,,
2020-05-08,,,,,,,,,,,,
2020-05-09,,,,,,,,,,,,
2020-05-10,,,,,,,,,,,,
2020-05-11,,,,,,,,,,,,
2020-05-12,,,,,,,,,,,,
2020-05-13,,,,,,,,,,,,
2020-05-14,,,,,,,,,,,,
2020-05-15,,,,,,,,,,,,
2020-05-16,,,,,,,,,,,,
2020-05-17,,,,,,,,,,,,
2020-05-18,,,,,,,,,,,,
2020-05-19,,,,,,,,,,,,
2020-05-20,,,,,,,,,,,,
2020-05-21,,,,,,,,,,,,
2020-05-22,,,,,,,,,,,,
2020-05-23,,,,,,,,,,,,
2020-05-24,,,,,,,,,,,,
2020-05-25,,,,,,,,,,,,
2020-05-26,,,,,,,,,,,,
2020-05-27,,,,,,,,,,,,
2020-05-28,,,,,,,,,,,,
2020-05-29,,,,,,,,,,,,
2020-05-30,,,,,,,,,,,,
2020-05-31,0.7988727858293077,0.3503192407151092,0.7089746626597951,0.48934818570071764,0.2576489533011272,0.5274855853691923,0.7151593791121923,0.46670482492279247,0.006441223832528209,0.43860915254696653,0.8460692106879324,0.4880902212130552
2020-06-01,,,,,,,,,,,,
2020-06-02,,,,,,,,,,,,
2020-06-03,,,,,,,,,,,,
2020-06-04,,,,,,,,,,,,
2020-06-05,,,,,,,,,,,,
2020-06-06,,,,,,,,,,,,
2020-06-07,,,,,,,,,,,,
2020-06-08,,,,,,,,,,,,
2020-06-09,,,,,,,,,,,,
2020-06-10,,,,,,,,,,,,
2020-06-11,,,,,,,,,,,,
2020-06-12,,,,,,,,,,,,
2020-06-13,,,,,,,,,,,,
2020-06-14,,,,,,,,,,,,
2020-06-15,,,,,,,,,,,,
2020-06-16,,,,,,,,,,,,
2020-06-17,,,,,,,,,,,,
2020-06-18,,,,,,,,,,,,
2020-06-19,,,,,,,,,,,,
2020-06-20,,,,,,,,,,,,
2020-06-21,,,,,,,,,,,,
2020-06-22,,,,,,,,,,,,
2020-06-23,,,,,,,,,,,,
2020-06-24,,,,,,,,,,,,
2020-06-25,,,,,,,,,,,,
2020-06-26,,,,,,,,,,,,
2020-06-27,,,,,,,,,,,,
2020-06-28,,,,,,,,,,,,
2020-06-29,,,,,,,,,,,,
2020-06-30,0.7987117552334944,0.3873988217097152,0.6630016036969762,0.48627875235082113,0.2576489533011272,0.6105235491371875,0.685266582925606,0.4843666463295741,0.009661835748792258,0.5109026261746087,0.759483180354372,0.4850711064426652
2020-07-01,,,,,,,,,,,,
2020-07-02,,,,,,,,,,,,
2020-07-03,,,,,,,,,,,,
2020-07-04,,,,,,,,,,,,
2020-07-05,,,,,,,,,,,,
2020-07-06,,,,,,,,,,,,
2020-07-07,,,,,,,,,,,,
2020-07-08,,,,,,,,,,,,
2020-07-09,,,,,,,,,,,,
2020-07-10,,,,,,,,,,,,
2020-07-11,,,,,,,,,,,,
2020-07-12,,,,,,,,,,,,
2020-07-13,,,,,,,,,,,,
2020-07-14,,,,,,,,,,,,
2020-07-15,,,,,,,,,,,,
2020-07-16,,,,,,,,,,,,
2020-07-17,,,,,,,,,,,,
2020-07-18,,,,,,,,,,,,
2020-07-19,,,,,,,,,,,,
2020-07-20,,,,,,,,,,,,
2020-07-21,,,,,,,,,,,,
2020-07-22,,,,,,,,,,,,
2020-07-23,,,,,,,,,,,,
2020-07-24,,,,,,,,,,,,
2020-07-25,,,,,,,,,,,,
2020-07-26,,,,,,,,,,,,
2020-07-27,,,,,,,,,,,,
2020-07-28,,,,,,,,,,,,
2020-07-29,,,,,,,,,,,,
2020-07-30,,,,,,,,,,,,
2020-07-31,0.9798711755233493,0.47226610467112395,0.6980483302605601,0.5484725166208557,0.28180354267310787,0.6020799869850987,0.681143438624008,0.5563976928931296,0.008856682769726287,0.5972906645578505,0.7687602550329677,0.5688515413209885
2020-08-01,,,,,,,,,,,,
2020-08-02,,,,,,,,,,,,
2020-08-03,,,,,,,,,,,,
2020-08-04,,,,,,,,,,,,
2020-08-05,,,,,,,,,,,,
2020-08-06,,,,,,,,,,,,
2020-08-07,,,,,,,,,,,,
2020-08-08,,,,,,,,,,,,
2020-08-09,,,,,,,,,,,,
2020-08-10,,,,,,,,,,,,
2020-08-11,,,,,,,,,,,,
2020-08-12,,,,,,,,,,,,
2020-08-13,,,,,,,,,,,,
2020-08-14,,,,,,,,,,,,
2020-08-15,,,,,,,,,,,,
2020-08-16,,,,,,,,,,,,
2020-08-17,,,,,,,,,,,,
2020-08-18,,,,,,,,,,,,
2020-08-19,,,,,,,,,,,,
2020-08-20,,,,,,,,,,,,
2020-08-21,,,,,,,,,,,,
2020-08-22,,,,,,,,,,,,
2020-08-23,,,,,,,,,,,,
2020-08-24,,,,,,,,,,,,
2020-08-25,,,,,,,,,,,,
2020-08-26,,,,,,,,,,,,
2020-08-27,,,,,,,,,,,,
2020-08-28,,,,,,,,,,,,
2020-08-29,,,,,,,,,,,,
2020-08-30,,,,,,,,,,,,
2020-08-31,1.0,0.5802455074960927,0.628573348778632,0.6040745469755389,0.2616747181964573,0.6281190631401096,0.6873281550764051,0.582185964890211,0.02254428341384862,0.7582727171100879,0.7914375486917574,0.6031939718341752
