economicdatasymbol,date,economicdatavalue,countryiso3,source
USDXOF,12/4/2020,536,BFA,Trading Economics
USDXOF,12/7/2020,533.7,BFA,Trading Economics
USDXOF,12/8/2020,536,BFA,Trading Economics
USDXOF,12/9/2020,539,BFA,Trading Economics
USDXOF,12/10/2020,537.5,BFA,Trading Economics
USDXOF,12/11/2020,537,BFA,Trading Economics
USDXOF,12/14/2020,536.48,BFA,Trading Economics
USDXOF,12/15/2020,536.5,BFA,Trading Economics
USDXOF,12/16/2020,535.75,BFA,Trading Economics
USDXOF,12/17/2020,535,BFA,Trading Economics
USDXOF,12/18/2020,542.08,BFA,Trading Economics
USDXOF,12/21/2020,532.25,BFA,Trading Economics
USDXOF,12/22/2020,546.54,BFA,Trading Economics
USDXOF,12/23/2020,545.02,BFA,Trading Economics
USDXOF,12/24/2020,533.97,BFA,Trading Economics
USDXOF,12/25/2020,533.75,BFA,Trading Economics
USDXOF,12/28/2020,534.04,BFA,Trading Economics
USDXOF,12/29/2020,532,BFA,Trading Economics
USDXOF,12/30/2020,530.45,BFA,Trading Economics
USDXOF,12/31/2020,530.5,BFA,Trading Economics
USDXOF,1/1/2021,530.5,BFA,Trading Economics
USDXOF,1/4/2021,531.22,BFA,Trading Economics
USDXOF,1/5/2021,531,BFA,Trading Economics
USDXOF,1/6/2021,528.75,BFA,Trading Economics
USDXOF,1/7/2021,529,BFA,Trading Economics
USDXOF,1/8/2021,529.2,BFA,Trading Economics
USDXOF,1/11/2021,548.52,BFA,Trading Economics
USDXOF,1/12/2021,546,BFA,Trading Economics
USDXOF,1/13/2021,533.45,BFA,Trading Economics
USDXOF,1/14/2021,536.5,BFA,Trading Economics
USDXOF,1/15/2021,552.02,BFA,Trading Economics
USDXOF,1/18/2021,546.75,BFA,Trading Economics
USDXOF,1/19/2021,538.48,BFA,Trading Economics
USDXOF,1/20/2021,536,BFA,Trading Economics
USDXOF,1/21/2021,537.25,BFA,Trading Economics
USDXOF,1/22/2021,536.25,BFA,Trading Economics
USDXOF,1/25/2021,535.25,BFA,Trading Economics
USDXOF,1/26/2021,537.5,BFA,Trading Economics
USDXOF,1/27/2021,536,BFA,Trading Economics
USDXOF,1/28/2021,539,BFA,Trading Economics
USDXOF,1/29/2021,540,BFA,Trading Economics
USDXOF,2/1/2021,549.4,BFA,Trading Economics
USDXOF,2/2/2021,540,BFA,Trading Economics
USDXOF,2/3/2021,541.75,BFA,Trading Economics
USDXOF,2/4/2021,542.75,BFA,Trading Economics
USDXOF,2/5/2021,544.75,BFA,Trading Economics
USDXOF,2/8/2021,543,BFA,Trading Economics
